time,pos_error,Position [cnt],Actual Velocity 0x606C,Velocity [cnt/sec],Active Current [A],current_command,index,
0.919,-71,19808135,-9207672,-9206008.91113281,-0.547395717366157,-0.557546695778171,919,
0.92,-59,19798925,-9201052,-9206879.27246094,-0.569503079673154,-0.578907257201763,920,
0.921,16,19789641,-9279875,-9285637.20703125,-0.517650290675306,-0.507618597605472,921,
0.922,73,19780365,-9288541,-9280448.60839844,-0.423927642408557,-0.418055303879385,922,
0.923,48,19771161,-9201829,-9198501.58691406,-0.491265978478509,-0.511609093674736,923,
0.924,63,19761907,-9241985,-9252195.43457031,-0.550671592836181,-0.551493633618122,924,
0.925,125,19752597,-9315479,-9315303.95507813,-0.44508815090586,-0.431493952504525,925,
0.926,74,19743389,-9220205,-9207546.99707031,-0.435852655807707,-0.471081018464417,926,
0.927,12,19734182,-9193634,-9199697.87597656,-0.61978072473994,-0.620678322294111,927,
0.928,3,19724912,-9269573,-9273066.40625,-0.593532527399361,-0.583896468742182,928,
0.929,-47,19715674,-9249765,-9240831.90917969,-0.560407255458244,-0.570286461864271,929,
0.93,-128,19706456,-9207415,-9212621.45996094,-0.692370714186382,-0.696990943912738,930,
0.931,-140,19697159,-9286325,-9295742.79785156,-0.701277259180642,-0.688931015015896,931,
0.932,-116,19687816,-9348369,-9348518.06640625,-0.592505011630124,-0.590290416581979,932,
0.933,-162,19678533,-9287264,-9281395.26367188,-0.613888845666224,-0.638560983662842,933,
0.934,-163,19669196,-9318690,-9332338.25683594,-0.713648360326374,-0.708468249988641,934,
0.935,-39,19659723,-9463909,-9475817.87109375,-0.552133331192522,-0.538365486006171,935,
0.936,72,19650253,-9490394,-9479424.43847656,-0.365603060266437,-0.361810575048537,936,
0.937,72,19640884,-9368362,-9362677.00195313,-0.435514445950275,-0.467921541265127,937,
0.938,105,19631472,-9398804,-9409297.48535156,-0.541195027272295,-0.529765181834307,938,
0.939,186,19622003,-9475038,-9475751.953125,-0.417929681063299,-0.400136835783087,939,
0.94,151,19612639,-9377924,-9363507.08007813,-0.39409018151332,-0.422145087039837,940,
0.941,92,19603289,-9339380,-9344669.79980469,-0.575342815419901,-0.576406419582213,941,
0.942,46,19593916,-9380482,-9378171.99707031,-0.580548064404127,-0.576569151828835,942,
0.943,-82,19584616,-9305229,-9296235.96191406,-0.646938842500617,-0.666100054021626,943,
0.944,-183,19575278,-9321354,-9334131.46972656,-0.804683849240746,-0.799835188788279,944,
0.945,-199,19565845,-9420632,-9432213.13476563,-0.741237707978144,-0.741739424662342,945,
0.946,-195,19556382,-9478725,-9469922.48535156,-0.636964433153253,-0.632778320389434,946,
0.947,-275,19546993,-9381451,-9382530.51757813,-0.731975208199515,-0.760875638369612,947,
0.948,-238,19537478,-9491695,-9509536.74316406,-0.779682162601034,-0.772195986341785,948,
0.949,-68,19527819,-9656242,-9666327.51464844,-0.528325835885767,-0.516900497095889,949,
0.95,46,19518206,-9634919,-9618493.65234375,-0.357846133038663,-0.362260606112216,950,
0.951,72,19508671,-9527642,-9526639.40429688,-0.498917175516624,-0.493619434621564,951,
0.952,155,19499070,-9589201,-9598339.23339844,-0.504462958098713,-0.488214203127427,952,
0.953,251,19489445,-9643091,-9635191.04003906,-0.355593689188026,-0.33501158080918,953,
0.954,204,19479953,-9499382,-9487706.90917969,-0.396731711053576,-0.424891783438738,954,
0.955,145,19470463,-9479924,-9485095.82519531,-0.582560317993739,-0.577456186926497,955,
0.956,76,19460973,-9499917,-9494575.1953125,-0.59747640782723,-0.584260662242627,956,
0.957,-83,19451564,-9409102,-9403687.13378906,-0.707412778917842,-0.722841359141171,957,
0.958,-192,19442094,-9455333,-9465694.58007813,-0.842581098200071,-0.835428554733767,958,
0.959,-222,19432535,-9554999,-9562675.17089844,-0.781424686259584,-0.767435980107621,959,
0.96,-282,19422996,-9548499,-9541307.98339844,-0.732265182838887,-0.747294220540653,960,
0.961,-325,19413430,-9547927,-9558882.44628906,-0.763131849496403,-0.840045545306793,961,
0.962,-224,19403711,-9702481,-9720554.80957031,-0.712108072501792,-0.718070649617744,962,
0.963,-57,19393915,-9807831,-9805473.6328125,-0.470138530470081,-0.46591456890377,963,
0.964,16,19384203,-9715947,-9708953.24707031,-0.4295885557666,-0.459354297582138,964,
0.965,106,19374464,-9726976,-9734866.94335938,-0.502061794860424,-0.501309395875069,965,
0.966,255,19364657,-9810793,-9813265.99121094,-0.36856762493494,-0.355382792139721,966,
0.967,276,19354967,-9714434,-9694653.3203125,-0.322835920317061,-0.323627189142371,967,
0.968,214,19345350,-9607267,-9610234.98535156,-0.528900081437996,-0.527016865858741,968,
0.969,181,19335694,-9656530,-9657889.40429688,-0.566095701619588,-0.556285608887322,969,
0.97,81,19326095,-9611842,-9602755.12695313,-0.575778516750916,-0.584655240409631,970,
0.971,-77,19316545,-9541155,-9543918.45703125,-0.747509976318952,-0.76867382959415,971,
0.972,-176,19306925,-9611360,-9619241.33300781,-0.820391419148677,-0.827464532942031,972,
0.973,-237,19297257,-9674118,-9672623.90136719,-0.77033474067207,-0.7786140869988,973,
0.974,-303,19287584,-9665098,-9667045.8984375,-0.750820883936399,-0.817337531306293,974,
0.975,-289,19277821,-9747982,-9760876.46484375,-0.715303567677779,-0.804932841548862,975,
0.976,-149,19267923,-9889616,-9901140.13671875,-0.63009756892734,-0.615810790252681,976,
0.977,-6,19258011,-9924988,-9917300.41503906,-0.440939464446274,-0.436432393837322,977,
0.978,76,19248150,-9859559,-9857764.28222656,-0.449099173348941,-0.461050944971248,978,
0.979,173,19238264,-9880446,-9884527.58789063,-0.457179030080397,-0.452552392463758,979,
0.98,263,19228376,-9896398,-9892670.8984375,-0.373684571782746,-0.367455468680873,980,
0.981,282,19218548,-9831053,-9826521.60644531,-0.37890084092993,-0.391020555610737,981,
0.982,261,19208750,-9795210,-9794459.22851563,-0.457073475931679,-0.466431284276211,982,
0.983,203,19198979,-9781703,-9775354.00390625,-0.515281096472052,-0.511760594509269,983,
0.984,64,19189279,-9695473,-9692167.96875,-0.627904802955982,-0.65175680141283,984,
0.985,-29,19179524,-9745305,-9753972.16796875,-0.735584610837918,-0.73338107116092,985,
0.986,-84,19169720,-9807134,-9809036.86523438,-0.660999866271482,-0.690090913573385,986,
0.987,-153,19159920,-9801332,-9799515.38085938,-0.653729375374155,-0.707170546581892,987,
0.988,-208,19150096,-9814087,-9820662.23144531,-0.716993349470158,-0.76794304843645,988,
0.989,-174,19140173,-9912535,-9923725.5859375,-0.698016980938064,-0.706471030295461,989,
0.99,-80,19130181,-9993156,-9996827.39257813,-0.522038357607585,-0.556211425234437,990,
0.991,0,19120192,-9992357,-9991375.73242188,-0.472612398617343,-0.489377798544695,991,
0.992,62,19110211,-9977651,-9978493.65234375,-0.490930268402451,-0.49502314988348,992,
0.993,138,19100206,-10005138,-10006467.2851563,-0.448835393601712,-0.454354875667093,993,
0.994,180,19090226,-9986053,-9981782.2265625,-0.402244785228675,-0.4249996261197,994,
0.995,165,19080292,-9937423,-9934171.14257813,-0.480357531102015,-0.482850200421865,995,
0.996,120,19070378,-9918181,-9915046.38671875,-0.556513088992347,-0.549557922630015,996,
0.997,31,19060498,-9878307,-9876721.80175781,-0.588409806408663,-0.636124436195246,997,
0.998,-29,19050579,-9911388,-9917180.78613281,-0.605606612268048,-0.682244064632528,998,
0.999,-62,19040624,-9954153,-9956427.61230469,-0.630975238646897,-0.654726823350529,999,
1,-91,19030654,-9971291,-9972828.97949219,-0.622330783406824,-0.649029223060211,1000,
1.001,-124,19020678,-9976000,-9975824.58496094,-0.558255507026331,-0.673755088752273,1001,
1.002,-123,19010658,-10007845,-10017149.0478516,-0.57307216893588,-0.684623293169466,1002,
1.003,-50,19000556,-10097875,-10103853.1494141,-0.558601357060638,-0.576266467033463,1003,
1.004,22,18990446,-10119105,-10114522.7050781,-0.445023332631081,-0.477930419428901,1004,
1.005,17,18980402,-10046362,-10041421.5087891,-0.480330103923279,-0.539988935571671,1005,
1.006,33,18970327,-10065486,-10072335.8154297,-0.582498879705042,-0.590262003573969,1006,
1.007,92,18960199,-10129649,-10131780.3955078,-0.477358920115364,-0.500511402285781,1007,
1.008,71,18950142,-10067919,-10057850.9521484,-0.467291596358905,-0.505215709165952,1008,
1.009,15,18940109,-10031483,-10031055.9082031,-0.599755856358342,-0.625419527355689,1009,
1.01,-26,18930051,-10053805,-10058328.2470703,-0.614330638013826,-0.665672837864008,1010,
1.011,-48,18919964,-10085123,-10088231.8115234,-0.513121954320582,-0.644795508825723,1011,
1.012,-68,18909865,-10098248,-10099253.5400391,-0.564843487192206,-0.639056081207627,1012,
1.013,-75,18899744,-10119020,-10121328.7353516,-0.591946609762658,-0.64365011604184,1013,
1.014,-110,18889640,-10109342,-10105404.0527344,-0.49615611417687,-0.663325789611235,1014,
1.015,-139,18879520,-10109012,-10116928.7109375,-0.545847049992744,-0.722284717683124,1015,
1.016,-116,18869338,-10177319,-10182479.8583984,-0.586338050980714,-0.672929175069612,1016,
1.017,-94,18859147,-10196901,-10194111.9384766,-0.474829563863238,-0.617186796670353,1017,
1.018,-102,18848977,-10167017,-10167439.5751953,-0.516734314446808,-0.659216712363559,1018,
1.019,-81,18838767,-10206726,-10210533.4472656,-0.583680924213013,-0.660682429245185,1019,
1.02,-84,18828571,-10203350,-10198327.6367188,-0.482580822572686,-0.643064744702087,1020,
1.021,-115,18818393,-10171790,-10175144.0429688,-0.502099361997409,-0.713182978492569,1021,
1.022,-128,18808188,-10209066,-10207802.734375,-0.612439465384,-0.719783598398067,1022,
1.023,-199,18798030,-10166676,-10158479.0039063,-0.534816183745306,-0.772598415934795,1023,
1.024,-290,18787882,-10141097,-10145321.6552734,-0.496430385964231,-0.902586695295668,1024,
1.025,-357,18777700,-10180220,-10184005.1269531,-0.606367954133248,-0.939326439854312,1025,
1.026,-427,18767511,-10194617,-10192314.453125,-0.457922098895835,-0.960439241256381,1026,
1.027,-567,18757383,-10132869,-10126878.6621094,-0.445929732232344,-1.09441076379971,1027,
1.028,-704,18747241,-10132876,-10139800.4150391,-0.561640387047532,-1.25957660040149,1028,
1.029,-809,18737057,-10185226,-10186565.5517578,-0.40591400657911,-1.30537949597624,1029,
1.03,-955,18726904,-10160355,-10154032.5927734,-0.360547375666386,-1.4049126219852,1030,
1.031,-1167,18716807,-10097273,-10094039.9169922,-0.526998557600791,-1.63568131263605,1031,
1.032,-1398,18706720,-10090350,-10087999.8779297,-0.455749225550903,-1.85849830436109,1032,
1.033,-1692,18696685,-10040099,-10033078.6132813,-0.358033405392575,-1.99994227197021,1033,
1.034,-2027,18686681,-10003281,-10002262.5732422,-0.442360572553241,-1.99994227197021,1034,
1.035,-2403,18676708,-9984272,-9975321.65527344,-0.54165826140661,-1.99994227197021,1035,
1.036,-2881,18666828,-9885981,-9876223.75488281,-0.506321844819809,-1.99994227197021,1036,
1.037,-3397,18656975,-9848262,-9849082.64160156,-0.436806656879639,-1.99994227197021,1037,
1.038,-3927,18647126,-9850659,-9849676.51367188,-0.564112107495305,-1.99994227197021,1038,
1.039,-4467,18637277,-9849514,-9850142.21191406,-0.598773266237458,-1.99994227197021,1039,
1.04,-5045,18627456,-9827109,-9822133.7890625,-0.519001334487427,-1.99994227197021,1040,
1.041,-5637,18617640,-9806600,-9810939.33105469,-0.448306777861603,-1.99994227197021,1041,
1.042,-6217,18607801,-9843577,-9843157.34863281,-0.558929004461561,-1.99994227197021,1042,
1.043,-6829,18597984,-9818379,-9816072.99804688,-0.628465458147502,-1.99994227197021,1043,
1.044,-7436,18588152,-9824630,-9829054.56542969,-0.505017979980096,-1.99994227197021,1044,
1.045,-8003,18578271,-9881364,-9884094.23828125,-0.419615132248509,-1.99994227197021,1045,
1.046,-8627,18568436,-9848108,-9839044.79980469,-0.615030576798517,-1.99994227197021,1046,
1.047,-9289,18558629,-9798587,-9801203.61328125,-0.6368716947851,-1.99994227197021,1047,
1.048,-9947,18548808,-9826351,-9825814.20898438,-0.539892746801058,-1.99994227197021,1048,
1.049,-10652,18539024,-9787936,-9783156.73828125,-0.498492599973133,-1.99994227197021,1049,
1.05,-11399,18529273,-9754787,-9752156.98242188,-0.618583716751914,-1.99994227197021,1050,
1.051,-12165,18519530,-9745433,-9744840.08789063,-0.684125519802365,-1.99994227197021,1051,
1.052,-12975,18509821,-9717979,-9710639.03808594,-0.625758441376888,-1.99994227197021,1052,
1.053,0,18500179,-9650239,-9642579.34570313,0,0,1053,
1.054,0,18490625,-9560981,-9553121.33789063,0,0,1054,
1.055,0,18481138,-9493190,-9486188.96484375,0,0,1055,
1.056,0,18471725,-9419395,-9411387.32910156,0,0,1056,
1.057,0,18462387,-9347385,-9339620.36132813,0,0,1057,
1.058,0,18453151,-9247023,-9235988.76953125,0,0,1058,
1.059,0,18444071,-9096902,-9078837.890625,0,0,1059,
1.06,0,18435114,-8960300,-8952142.94433594,0,0,1060,
1.061,0,18426229,-8895288,-8886936.03515625,0,0,1061,
1.062,0,18417444,-8795105,-8784846.19140625,0,0,1062,
1.063,0,18408777,-8678026,-8666759.64355469,0,0,1063,
1.064,0,18400234,-8553796,-8542747.80273438,0,0,1064,
1.065,0,18391817,-8429588,-8415853.88183594,0,0,1065,
1.066,0,18383529,-8302338,-8287694.09179688,0,0,1066,
1.067,0,18375351,-8185132,-8176004.02832031,0,0,1067,
1.068,0,18367254,-8103358,-8095560.30273438,0,0,1068,
1.069,0,18359228,-8030287,-8024583.12988281,0,0,1069,
1.07,0,18351251,-7981606,-7975964.35546875,0,0,1070,
1.071,0,18343342,-7916559,-7908934.93652344,0,0,1071,
1.072,0,18335501,-7846588,-7840382.08007813,0,0,1072,
1.073,0,18327725,-7781510,-7775862.42675781,0,0,1073,
1.074,0,18320008,-7721970,-7716205.44433594,0,0,1074,
1.075,0,18312355,-7657672,-7652765.50292969,0,0,1075,
1.076,0,18304760,-7600280,-7594750.36621094,0,0,1076,
1.077,0,18297226,-7540519,-7533782.95898438,0,0,1077,
1.078,0,18289777,-7458207,-7449182.73925781,0,0,1078,
1.079,0,18282454,-7335000,-7320388.18359375,0,0,1079,
1.08,0,18275243,-7220265,-7209195.55664063,0,0,1080,
1.081,0,18268142,-7111530,-7100715.33203125,0,0,1081,
1.082,0,18261161,-6992796,-6981005.24902344,0,0,1082,
1.083,0,18254284,-6884507,-6875575.56152344,0,0,1083,
1.084,0,18247492,-6799688,-6789967.04101563,0,0,1084,
1.085,0,18240776,-6720702,-6714133.30078125,0,0,1085,
1.086,0,18234133,-6649095,-6642791.13769531,0,0,1086,
1.087,0,18227548,-6589340,-6583367.30957031,0,0,1087,
1.088,0,18221020,-6534035,-6528070.67871094,0,0,1088,
1.089,0,18214550,-6476059,-6470340.57617188,0,0,1089,
1.09,0,18208140,-6415262,-6408997.19238281,0,0,1090,
1.091,0,18201787,-6358794,-6353323.36425781,0,0,1091,
